"powLv1","powLv2","powLv3","powLv4","powLv5","kelas"
"0.44845726217842","0.22086015990622","0.14393849197263","0.10490342433762","0.081840661605107","B"
"0.44828824512348","0.22131455103107","0.14433485113254","0.10496379993813","0.081098552774775","B"
"0.44891621502382","0.22104937916102","0.14374050724707","0.10519757735293","0.081096321215155","B"
"0.44960039494177","0.22114074498977","0.14410676330772","0.10493025056222","0.08022184619851","B"
"0.45188553222725","0.22159353216478","0.14398742249686","0.10371754759513","0.078815965515985","B"
"0.44238227040767","0.21955943148992","0.14497661976157","0.10748954556881","0.085592132772021","B"
"0.44326977504872","0.2199574972334","0.14520511991852","0.10708385972128","0.084483748078072","B"
"0.44828647614271","0.22101381028912","0.14358884831923","0.10556143636952","0.08154942887943","B"
"0.44556563571527","0.22052056829038","0.14471117889458","0.10592342239277","0.083279194707","B"
"0.45360542106313","0.22229079469653","0.14361809707742","0.10213428583892","0.078351401323989","B"
"0.45358238075889","0.22195302363634","0.14387391048106","0.10291202907345","0.077678656050268","B"
"0.45606214436684","0.22225515620032","0.14266527851999","0.10196482610142","0.077052594811423","B"
"0.44497767254443","0.22040255576742","0.14478074780697","0.1066920203721","0.083147003509084","B"
"0.44960748542929","0.22134218211575","0.14374141335275","0.1043222898727","0.08098662922951","B"
"0.45489161667506","0.22231341819586","0.14302993183003","0.10301924458382","0.076745788715226","B"
"0.44061643523742","0.21938797582413","0.14542032761505","0.10854144336427","0.086033817959132","B"
"0.45367635102769","0.22224487912494","0.1436798228074","0.10287718249696","0.077521764543022","B"
"0.45862706989797","0.22278332824766","0.14278174516724","0.099998364511674","0.075809492175453","B"
"0.44581036178964","0.22041587480407","0.14467479297052","0.10623660541065","0.082862365025125","B"
"0.45037516473414","0.22113129200543","0.14394457593886","0.10398302027044","0.080565947051126","B"
"0.44709771112854","0.22063318202421","0.1447725038101","0.10560376538411","0.081892837653029","B"
"0.44931274992449","0.22099873465857","0.14426815654114","0.10474689666987","0.080673462205932","B"
"0.45163945189864","0.22229468255583","0.14363604236176","0.10310078636696","0.079329036816804","B"
"0.44551074432487","0.22050647579588","0.14470413815031","0.1060797327026","0.083198909026335","B"
"0.45062481202407","0.22135300082776","0.14390558750962","0.104421726158","0.079694873480556","B"
"0.44251381287174","0.22018664184309","0.1448320182816","0.10741581415581","0.085051712847764","B"
"0.44556450302546","0.22036587754996","0.14467603876226","0.10651853048562","0.082875050176705","B"
"0.44159160255724","0.21958252159843","0.145216682959","0.10789924784866","0.085709945036672","B"
"0.45172502146976","0.22123064138022","0.14397934352382","0.10351903742678","0.079545956199423","B"
"0.44750660792465","0.22102455467494","0.14394583491281","0.10550991511086","0.082013087376731","B"
"0.44825574359583","0.22101797641196","0.14365851842829","0.10534228370234","0.081725477861579","B"
"0.45622703103536","0.22270963819308","0.14261349349873","0.10240347530113","0.076046361971705","B"
"0.46117315424241","0.22310477198278","0.1424310939725","0.098870961558662","0.074420018243647","B"
"0.45205150798865","0.22122084435387","0.14360099457759","0.10386426769314","0.079262385386764","B"
"0.45368046577867","0.22246728563252","0.1434747906513","0.10270651040084","0.077670947536667","B"
"0.45291011062329","0.22223131205706","0.14309823990498","0.1028060320144","0.078954305400271","B"
"0.45241459741574","0.22223603031575","0.14351874454386","0.10340627079394","0.07842435693072","B"
"0.44983868527831","0.22140391377809","0.14375408755799","0.10436019256642","0.080643120819185","B"
"0.45538386754207","0.22270626437657","0.14304568237121","0.10197050712858","0.07689367858157","B"
"0.45385226551237","0.22217525668324","0.14323661160591","0.10272152631376","0.078014339884734","B"
"0.45388138349136","0.22218151240998","0.14385087768206","0.10225169511486","0.077834531301737","B"
"0.43814670665315","0.21900520838139","0.14593321973345","0.10943867439675","0.087476190835259","B"
"0.45441835381334","0.22253121483569","0.14247345411836","0.10279681871244","0.077780158520169","B"
"0.45162413610438","0.22142584498675","0.14356289604211","0.10403049667412","0.079356626192642","B"
"0.44668633214815","0.22070778236401","0.14450434288822","0.10583071957977","0.082270823019849","B"
"0.45064558328966","0.22192893374364","0.14305428551451","0.10434170810133","0.080029489350853","B"
"0.44014549965869","0.21938937110328","0.14558599955391","0.10848499498412","0.086394134700009","B"
"0.44703748293055","0.22074755060164","0.14468428463529","0.10576250484654","0.081768176985985","B"
"0.446341491722","0.220674000383","0.14435763569858","0.1064156155157","0.082211256680716","B"
"0.45063860169544","0.22121551824371","0.14384875001737","0.10441602540299","0.079881104640476","B"
"0.43823650037747","0.21896721276827","0.1459040480166","0.10943302309709","0.087459215740569","B"
"0.44158999845407","0.21961722783417","0.14522889085123","0.10793826278623","0.085625620074292","B"
"0.44465075308781","0.22037519747148","0.14472787806623","0.10658663194977","0.083659539424714","B"
"0.45038407279216","0.22169060262667","0.14370241736422","0.10452818666125","0.079694720555699","B"
"0.45227112845935","0.22141378056654","0.14311388151742","0.10394680339433","0.079254406062357","B"
"0.44998069099302","0.22145819718855","0.14338641417212","0.10447731231302","0.08069738533329","B"
"0.44753226576226","0.22059931856505","0.14434395744737","0.10586898351526","0.081655474710061","B"
"0.44045204380512","0.21937515898462","0.145469468712","0.10838070298176","0.086322625516495","B"
"0.45751426627232","0.22210809248566","0.14142252373336","0.10215981686023","0.076795300648424","B"
"0.45740672687756","0.22274602407313","0.14244058238291","0.10157958819609","0.075827078470309","B"
"0.4553631986389","0.22173818022696","0.14337014139105","0.10232987843263","0.07719860131046","B"
"0.44185770297489","0.219497800429","0.14482837748458","0.10832659558941","0.08548952352212","B"
"0.45896531094438","0.22257575568953","0.1424998772707","0.10053585140194","0.07542320469345","B"
"0.44868190425659","0.22085649908442","0.14366059464845","0.10486889482587","0.081932107184679","B"
"0.4581924951176","0.22214823749489","0.14172248078272","0.10147254143149","0.076464245173307","B"
"0.45647679593568","0.22185984804681","0.14223349030251","0.10144687810907","0.077982987605925","B"
"0.45429258862823","0.22183186754189","0.14288676664718","0.10277547858991","0.078213298592789","B"
"0.45573572329347","0.22318076435137","0.14319634697937","0.10125846924794","0.076628696127849","B"
"0.45656819339017","0.22224214066242","0.14257708761258","0.10253780662819","0.076074771706649","B"
"0.44028590627541","0.21925467932465","0.14538081407008","0.10848945138572","0.086589148944134","B"
"0.45723696827772","0.22226003254875","0.14155294476264","0.10140461028022","0.077545444130674","B"
"0.45443621187981","0.22160631020594","0.14229243750672","0.10322524348594","0.078439796921582","B"
"0.45575405631969","0.22169161328078","0.14275045701045","0.10211175258708","0.077692120802003","B"
"0.44069831507537","0.21945573811301","0.14530489479427","0.10831785588473","0.086223196132627","B"
"0.45803260280338","0.22272322465732","0.14212615193991","0.10107837063424","0.076039649965151","B"
"0.44895293867249","0.22099096128489","0.14381370386409","0.10534985270602","0.080892543472513","B"
"0.4556452679444","0.22134903466701","0.14241003012937","0.10324753340336","0.077348133855855","B"
"0.44523852523346","0.21991029184931","0.14428307100553","0.1069412074719","0.083626904439805","B"
"0.4531645673189","0.22149039372828","0.14306656139246","0.10273099302763","0.079547484532736","B"
"0.45484133092306","0.22187939784045","0.14249146742193","0.10298354215081","0.077804261663751","B"
"0.4543395599229","0.2218545167763","0.14249932402739","0.10304892813567","0.07825767113774","B"
"0.45618085157791","0.22197882132428","0.14280483925554","0.10164225089263","0.077393236949635","B"
"0.43971757765972","0.21916776861788","0.14559987624015","0.10873206501052","0.086782712471734","B"
"0.45746020755173","0.22173963363115","0.14200820544101","0.1012417770497","0.077550176326413","B"
"0.45954306391671","0.22291686343216","0.14189092668863","0.10027555251418","0.075373593448311","B"
"0.44691710412698","0.22066160446278","0.14389760002193","0.10604757466522","0.082476116723091","B"
"0.45605165473497","0.22132809746386","0.14231653339025","0.10291066884188","0.077393045569036","B"
"0.45354405031641","0.22218448236851","0.1435631421061","0.10256427968898","0.078144045519998","B"
"0.45570048120183","0.2224527321198","0.1422488500897","0.10168280919034","0.077915127398325","B"
"0.45787073972416","0.22152600364674","0.14113008831836","0.1018334279663","0.077639740344438","B"
"0.4537850674683","0.2222478217008","0.14343494069113","0.1028239438084","0.077708226331363","B"
"0.45464050800073","0.22174551552533","0.14246479699161","0.10290121556004","0.078247963922281","B"
"0.45345647266045","0.22239178816995","0.14391372025259","0.10270488882167","0.07753313009534","B"
"0.45126203223214","0.22170271610451","0.14383457130775","0.10402722521875","0.079173455136848","B"
"0.45369666562138","0.22252421947956","0.14274188551835","0.10338342867035","0.077653800710357","B"
"0.44582066597976","0.22051786223107","0.14465500153424","0.10594172915404","0.083064741100892","B"
"0.45267513974401","0.22182168355386","0.1430709149969","0.10328844118398","0.079143820521243","B"
"0.44149761092416","0.2195117511617","0.14534268789868","0.10800102569474","0.085646924320729","B"
"0.45011903219765","0.22151093655387","0.14349724356604","0.10431587676664","0.080556910915799","B"
"0.45337185013026","0.22262821730492","0.14308241255145","0.10287268485534","0.078044835158038","B"
"0.43965816000189","0.21920825416318","0.14560392089609","0.10879364948659","0.086736015452242","D"
"0.43840606968805","0.21908665546591","0.1458596777521","0.10929818819181","0.087349408902123","D"
"0.44114694170257","0.2195257612948","0.1454485561198","0.10807325221407","0.085805488668762","D"
